GEOID,Label for GEO_ID,Total,Less than 10 percent,10 to 14 percent,15 to 19 percent,20 to 24 percent,25 to 29 percent,30 to 34 percent,35 to 39 percent,40 to 49 percent,50 percent or more,Not Computed,Tract,County
1400000US06081600500,"Census Tract 6005, San Mateo County, California",653,14,76,148,111,51,69,39,36,103,6,600500,081
1400000US06081600600,"Census Tract 6006, San Mateo County, California",604,15,71,107,78,134,47,34,37,64,17,600600,081
1400000US06081600700,"Census Tract 6007, San Mateo County, California",874,73,57,97,93,89,111,46,44,213,51,600700,081
1400000US06081600800,"Census Tract 6008, San Mateo County, California","2,687",96,163,266,365,222,192,180,261,738,204,600800,081
1400000US06081600900,"Census Tract 6009, San Mateo County, California",283,26,25,5,38,34,15,20,33,68,19,600900,081
1400000US06081601000,"Census Tract 6010, San Mateo County, California",325,7,17,57,60,22,45,12,35,56,14,601000,081
1400000US06081601100,"Census Tract 6011, San Mateo County, California",431,6,51,45,94,27,22,55,7,110,14,601100,081
1400000US06081601200,"Census Tract 6012, San Mateo County, California",887,34,71,181,126,109,53,43,77,167,26,601200,081
1400000US06081601300,"Census Tract 6013, San Mateo County, California","1,543",25,204,187,277,178,197,93,127,214,41,601300,081
1400000US06081601400,"Census Tract 6014, San Mateo County, California",549,46,26,95,76,54,78,27,32,61,54,601400,081
1400000US06081601501,"Census Tract 6015.01, San Mateo County, California",255,46,44,38,29,27,8,8,9,38,8,601501,081
1400000US06081601502,"Census Tract 6015.02, San Mateo County, California","1,510",70,167,185,199,203,123,85,142,312,24,601502,081
1400000US06081601601,"Census Tract 6016.01, San Mateo County, California",183,11,14,46,25,16,10,15,13,30,3,601601,081
1400000US06081601603,"Census Tract 6016.03, San Mateo County, California",617,8,67,62,154,66,51,25,11,168,5,601603,081
1400000US06081601604,"Census Tract 6016.04, San Mateo County, California",270,0,56,27,38,50,12,0,18,62,7,601604,081
1400000US06081601605,"Census Tract 6016.05, San Mateo County, California",294,0,44,46,26,28,47,0,28,25,50,601605,081
1400000US06081601700,"Census Tract 6017, San Mateo County, California",198,6,24,13,18,14,25,30,5,49,14,601700,081
1400000US06081601800,"Census Tract 6018, San Mateo County, California",351,8,23,64,51,25,52,7,55,54,12,601800,081
1400000US06081601900,"Census Tract 6019, San Mateo County, California","1,465",56,111,308,202,176,169,91,121,200,31,601900,081
1400000US06081602000,"Census Tract 6020, San Mateo County, California",457,23,100,69,28,70,56,42,9,28,32,602000,081
1400000US06081602100,"Census Tract 6021, San Mateo County, California",679,31,83,59,96,68,70,109,54,90,19,602100,081
1400000US06081602200,"Census Tract 6022, San Mateo County, California","1,991",83,216,377,268,163,246,150,165,285,38,602200,081
1400000US06081602300,"Census Tract 6023, San Mateo County, California",313,0,30,42,65,44,35,18,27,52,0,602300,081
1400000US06081602400,"Census Tract 6024, San Mateo County, California","1,013",29,52,121,140,111,98,72,107,229,54,602400,081
1400000US06081602500,"Census Tract 6025, San Mateo County, California",155,11,20,14,36,15,0,0,16,28,15,602500,081
1400000US06081602600,"Census Tract 6026, San Mateo County, California",674,23,57,118,144,58,58,30,69,91,26,602600,081
1400000US06081602700,"Census Tract 6027, San Mateo County, California",731,24,72,100,86,100,66,75,39,160,9,602700,081
1400000US06081602800,"Census Tract 6028, San Mateo County, California",421,34,17,68,69,22,50,23,36,81,21,602800,081
1400000US06081602900,"Census Tract 6029, San Mateo County, California",862,5,78,133,113,121,141,74,78,94,25,602900,081
1400000US06081603000,"Census Tract 6030, San Mateo County, California",964,38,135,143,142,182,46,80,73,95,30,603000,081
1400000US06081603100,"Census Tract 6031, San Mateo County, California",184,6,40,64,14,18,5,0,10,18,9,603100,081
1400000US06081603200,"Census Tract 6032, San Mateo County, California",372,5,31,45,73,46,63,30,44,22,13,603200,081
1400000US06081603300,"Census Tract 6033, San Mateo County, California",390,8,34,47,83,43,22,8,38,73,34,603300,081
1400000US06081603400,"Census Tract 6034, San Mateo County, California",467,15,51,75,44,59,54,25,32,77,35,603400,081
1400000US06081603500,"Census Tract 6035, San Mateo County, California",0,0,0,0,0,0,0,0,0,0,0,603500,081
1400000US06081603600,"Census Tract 6036, San Mateo County, California",654,24,22,82,93,66,47,83,59,120,58,603600,081
1400000US06081603700,"Census Tract 6037, San Mateo County, California",270,0,19,60,36,18,49,19,43,13,13,603700,081
1400000US06081603800,"Census Tract 6038, San Mateo County, California",962,57,97,116,139,105,72,83,55,174,64,603800,081
1400000US06081603900,"Census Tract 6039, San Mateo County, California",812,0,67,108,32,86,157,55,112,159,36,603900,081
1400000US06081604000,"Census Tract 6040, San Mateo County, California",169,7,28,38,30,11,4,30,7,14,0,604000,081
1400000US06081604101,"Census Tract 6041.01, San Mateo County, California","1,766",51,166,291,245,165,161,129,133,377,48,604101,081
1400000US06081604102,"Census Tract 6041.02, San Mateo County, California",325,10,49,49,38,32,47,42,0,49,9,604102,081
1400000US06081604200,"Census Tract 6042, San Mateo County, California",536,41,60,63,112,49,15,15,77,64,40,604200,081
1400000US06081604300,"Census Tract 6043, San Mateo County, California",0,0,0,0,0,0,0,0,0,0,0,604300,081
1400000US06081604400,"Census Tract 6044, San Mateo County, California",954,18,104,134,198,131,81,63,35,169,21,604400,081
1400000US06081604500,"Census Tract 6045, San Mateo County, California",318,34,24,19,43,23,15,7,12,116,25,604500,081
1400000US06081604600,"Census Tract 6046, San Mateo County, California",34,0,12,5,0,6,0,0,5,0,6,604600,081
1400000US06081604700,"Census Tract 6047, San Mateo County, California",139,7,0,37,28,13,13,8,0,20,13,604700,081
1400000US06081604800,"Census Tract 6048, San Mateo County, California","1,097",17,71,76,151,128,105,81,60,389,19,604800,081
1400000US06081604900,"Census Tract 6049, San Mateo County, California",306,24,45,51,33,59,17,12,20,25,20,604900,081
1400000US06081605000,"Census Tract 6050, San Mateo County, California",991,29,87,142,189,64,130,87,29,182,52,605000,081
1400000US06081605100,"Census Tract 6051, San Mateo County, California",852,54,129,125,161,97,79,50,34,104,19,605100,081
1400000US06081605200,"Census Tract 6052, San Mateo County, California",284,17,26,27,36,30,20,6,33,64,25,605200,081
1400000US06081605300,"Census Tract 6053, San Mateo County, California",889,58,96,160,151,92,87,51,54,109,31,605300,081
1400000US06081605400,"Census Tract 6054, San Mateo County, California","1,438",46,171,227,213,155,77,113,82,270,84,605400,081
1400000US06081605500,"Census Tract 6055, San Mateo County, California","2,057",117,373,294,263,289,104,95,174,256,92,605500,081
1400000US06081605600,"Census Tract 6056, San Mateo County, California",87,20,9,9,0,0,0,0,0,26,23,605600,081
1400000US06081605700,"Census Tract 6057, San Mateo County, California",74,28,0,14,0,0,0,0,0,6,26,605700,081
1400000US06081605800,"Census Tract 6058, San Mateo County, California",242,7,28,50,49,27,7,10,27,23,14,605800,081
1400000US06081605900,"Census Tract 6059, San Mateo County, California","1,908",35,296,219,287,207,192,154,111,382,25,605900,081
1400000US06081606000,"Census Tract 6060, San Mateo County, California","1,316",65,109,179,215,115,142,47,129,242,73,606000,081
1400000US06081606100,"Census Tract 6061, San Mateo County, California",556,14,47,62,68,93,65,12,37,131,27,606100,081
1400000US06081606200,"Census Tract 6062, San Mateo County, California","1,278",54,147,124,148,149,72,97,198,239,50,606200,081
1400000US06081606300,"Census Tract 6063, San Mateo County, California","1,012",59,89,147,171,111,78,52,86,186,33,606300,081
1400000US06081606400,"Census Tract 6064, San Mateo County, California","1,708",129,263,202,195,145,132,106,126,332,78,606400,081
1400000US06081606500,"Census Tract 6065, San Mateo County, California",156,12,16,19,23,19,6,6,6,38,11,606500,081
1400000US06081606600,"Census Tract 6066, San Mateo County, California",607,63,65,116,74,64,26,44,48,78,29,606600,081
1400000US06081606700,"Census Tract 6067, San Mateo County, California",138,5,8,19,19,13,8,7,8,23,28,606700,081
1400000US06081606800,"Census Tract 6068, San Mateo County, California",254,26,25,51,26,26,38,5,0,50,7,606800,081
1400000US06081606900,"Census Tract 6069, San Mateo County, California",143,7,6,24,24,11,11,21,14,11,14,606900,081
1400000US06081607000,"Census Tract 6070, San Mateo County, California",563,23,63,128,103,48,16,10,50,87,35,607000,081
1400000US06081607100,"Census Tract 6071, San Mateo County, California",145,24,27,16,34,13,0,13,6,5,7,607100,081
1400000US06081607200,"Census Tract 6072, San Mateo County, California","1,252",70,160,188,160,159,107,64,95,217,32,607200,081
1400000US06081607300,"Census Tract 6073, San Mateo County, California",207,24,35,24,16,17,17,10,16,48,0,607300,081
1400000US06081607400,"Census Tract 6074, San Mateo County, California",884,64,69,95,198,111,90,61,50,108,38,607400,081
1400000US06081607500,"Census Tract 6075, San Mateo County, California",381,11,32,42,22,47,61,20,56,47,43,607500,081
1400000US06081607600,"Census Tract 6076, San Mateo County, California",469,28,38,95,61,54,69,37,22,53,12,607600,081
1400000US06081607701,"Census Tract 6077.01, San Mateo County, California",416,30,39,68,93,26,10,31,43,61,15,607701,081
1400000US06081607702,"Census Tract 6077.02, San Mateo County, California",151,0,8,13,9,28,36,9,5,43,0,607702,081
1400000US06081607800,"Census Tract 6078, San Mateo County, California",149,0,7,8,17,30,14,10,14,28,21,607800,081
1400000US06081607900,"Census Tract 6079, San Mateo County, California",843,46,49,95,187,118,102,48,54,113,31,607900,081
1400000US06081608001,"Census Tract 6080.01, San Mateo County, California",516,15,73,121,76,38,18,52,36,67,20,608001,081
1400000US06081608002,"Census Tract 6080.02, San Mateo County, California",291,27,50,40,48,37,22,12,10,29,16,608002,081
1400000US06081608004,"Census Tract 6080.04, San Mateo County, California","1,562",121,167,268,281,125,159,63,125,217,36,608004,081
1400000US06081608013,"Census Tract 6080.13, San Mateo County, California",629,23,66,107,158,79,39,27,44,71,15,608013,081
1400000US06081608023,"Census Tract 6080.23, San Mateo County, California",118,6,6,24,38,0,18,0,0,19,7,608023,081
1400000US06081608100,"Census Tract 6081, San Mateo County, California",378,19,40,46,86,24,27,8,42,51,35,608100,081
1400000US06081608200,"Census Tract 6082, San Mateo County, California",326,22,59,75,8,46,32,20,17,39,8,608200,081
1400000US06081608300,"Census Tract 6083, San Mateo County, California",638,26,73,96,120,106,40,33,73,53,18,608300,081
1400000US06081608400,"Census Tract 6084, San Mateo County, California","1,360",53,134,185,173,147,148,68,156,259,37,608400,081
1400000US06081608501,"Census Tract 6085.01, San Mateo County, California",691,44,87,106,125,82,42,39,25,126,15,608501,081
1400000US06081608502,"Census Tract 6085.02, San Mateo County, California",545,45,58,142,35,94,66,21,19,43,22,608502,081
1400000US06081608600,"Census Tract 6086, San Mateo County, California","1,113",57,146,249,160,119,52,80,103,117,30,608600,081
1400000US06081608700,"Census Tract 6087, San Mateo County, California",709,36,65,153,109,87,69,64,45,62,19,608700,081
1400000US06081608800,"Census Tract 6088, San Mateo County, California",163,9,43,65,10,0,0,10,0,26,0,608800,081
1400000US06081608900,"Census Tract 6089, San Mateo County, California","1,875",120,196,217,285,239,107,178,150,298,85,608900,081
1400000US06081609000,"Census Tract 6090, San Mateo County, California",296,0,22,30,60,32,31,22,30,24,45,609000,081
1400000US06081609100,"Census Tract 6091, San Mateo County, California",149,0,56,48,0,10,12,0,11,12,0,609100,081
1400000US06081609200,"Census Tract 6092, San Mateo County, California","1,887",107,203,361,257,192,84,101,137,373,72,609200,081
1400000US06081609300,"Census Tract 6093, San Mateo County, California",234,16,18,57,45,13,12,12,12,49,0,609300,081
1400000US06081609400,"Census Tract 6094, San Mateo County, California",106,10,11,19,24,8,13,0,0,11,10,609400,081
1400000US06081609500,"Census Tract 6095, San Mateo County, California",214,22,28,32,5,37,10,13,18,25,24,609500,081
1400000US06081609601,"Census Tract 6096.01, San Mateo County, California",270,20,37,27,37,68,7,25,11,31,7,609601,081
1400000US06081609602,"Census Tract 6096.02, San Mateo County, California",51,0,5,0,15,11,0,11,0,9,0,609602,081
1400000US06081609603,"Census Tract 6096.03, San Mateo County, California",212,17,24,31,34,27,32,0,35,0,12,609603,081
1400000US06081609700,"Census Tract 6097, San Mateo County, California",137,19,20,22,11,4,14,7,10,23,7,609700,081
1400000US06081609800,"Census Tract 6098, San Mateo County, California",286,0,5,36,66,25,40,35,28,45,6,609800,081
1400000US06081609900,"Census Tract 6099, San Mateo County, California",133,5,17,29,33,18,0,0,10,16,5,609900,081
1400000US06081610000,"Census Tract 6100, San Mateo County, California","1,149",43,95,222,181,94,101,112,115,161,25,610000,081
1400000US06081610100,"Census Tract 6101, San Mateo County, California",517,26,35,80,76,49,55,17,62,100,17,610100,081
1400000US06081610201,"Census Tract 6102.01, San Mateo County, California","1,405",68,120,248,216,148,80,92,153,244,36,610201,081
1400000US06081610202,"Census Tract 6102.02, San Mateo County, California",509,19,21,98,53,103,83,7,30,85,10,610202,081
1400000US06081610203,"Census Tract 6102.03, San Mateo County, California",857,56,53,85,200,114,80,39,58,142,30,610203,081
1400000US06081610302,"Census Tract 6103.02, San Mateo County, California",155,18,11,13,12,22,13,0,0,18,48,610302,081
1400000US06081610303,"Census Tract 6103.03, San Mateo County, California",799,55,105,121,127,79,103,57,19,97,36,610303,081
1400000US06081610304,"Census Tract 6103.04, San Mateo County, California",374,19,57,54,73,33,54,8,0,56,20,610304,081
1400000US06081610400,"Census Tract 6104, San Mateo County, California",862,31,81,166,143,83,48,86,97,101,26,610400,081
1400000US06081610500,"Census Tract 6105, San Mateo County, California",541,32,41,35,86,75,45,42,37,148,0,610500,081
1400000US06081610601,"Census Tract 6106.01, San Mateo County, California","1,075",12,104,129,119,189,81,51,110,271,9,610601,081
1400000US06081610602,"Census Tract 6106.02, San Mateo County, California",320,30,65,26,30,23,41,19,27,40,19,610602,081
1400000US06081610700,"Census Tract 6107, San Mateo County, California","1,292",34,81,154,147,142,149,45,114,386,40,610700,081
1400000US06081610800,"Census Tract 6108, San Mateo County, California","1,346",55,81,167,236,199,146,68,106,283,5,610800,081
1400000US06081610900,"Census Tract 6109, San Mateo County, California","1,646",83,169,274,226,194,186,93,141,248,32,610900,081
1400000US06081611000,"Census Tract 6110, San Mateo County, California","1,214",32,96,257,152,181,98,106,76,196,20,611000,081
1400000US06081611100,"Census Tract 6111, San Mateo County, California",281,26,55,48,46,22,12,13,19,31,9,611100,081
1400000US06081611200,"Census Tract 6112, San Mateo County, California",171,9,15,23,27,16,15,24,19,17,6,611200,081
1400000US06081611300,"Census Tract 6113, San Mateo County, California",536,37,78,89,94,37,40,16,27,90,28,611300,081
1400000US06081611400,"Census Tract 6114, San Mateo County, California",24,0,0,0,5,0,0,10,0,0,9,611400,081
1400000US06081611500,"Census Tract 6115, San Mateo County, California",16,6,0,0,6,0,0,0,0,4,0,611500,081
1400000US06081611600,"Census Tract 6116, San Mateo County, California",166,6,24,18,23,48,12,0,6,22,7,611600,081
1400000US06081611700,"Census Tract 6117, San Mateo County, California",578,23,73,40,36,63,75,67,58,137,6,611700,081
1400000US06081611800,"Census Tract 6118, San Mateo County, California",249,0,20,22,33,28,15,14,36,60,21,611800,081
1400000US06081611900,"Census Tract 6119, San Mateo County, California",699,58,83,83,57,65,32,35,91,144,51,611900,081
1400000US06081612000,"Census Tract 6120, San Mateo County, California",662,0,76,80,170,78,45,47,52,114,0,612000,081
1400000US06081612100,"Census Tract 6121, San Mateo County, California","2,459",135,218,339,411,226,173,101,172,633,51,612100,081
1400000US06081612200,"Census Tract 6122, San Mateo County, California",704,57,62,107,124,60,50,52,52,117,23,612200,081
1400000US06081612400,"Census Tract 6124, San Mateo County, California",63,0,31,19,7,0,0,0,0,0,6,612400,081
1400000US06081612500,"Census Tract 6125, San Mateo County, California","1,366",145,165,204,184,82,80,48,119,278,61,612500,081
1400000US06081612600,"Census Tract 6126, San Mateo County, California","1,621",86,236,230,302,125,179,88,109,248,18,612600,081
1400000US06081612700,"Census Tract 6127, San Mateo County, California",73,10,12,10,5,0,0,11,4,10,11,612700,081
1400000US06081612800,"Census Tract 6128, San Mateo County, California",93,24,10,6,19,5,0,10,5,14,0,612800,081
1400000US06081612900,"Census Tract 6129, San Mateo County, California",369,27,65,39,39,55,16,14,16,69,29,612900,081
1400000US06081613000,"Census Tract 6130, San Mateo County, California",527,35,86,69,56,37,32,7,30,155,20,613000,081
1400000US06081613200,"Census Tract 6132, San Mateo County, California",309,10,9,69,19,78,29,18,10,37,30,613200,081
1400000US06081613300,"Census Tract 6133, San Mateo County, California",76,15,21,0,0,10,0,0,14,0,16,613300,081
1400000US06081613400,"Census Tract 6134, San Mateo County, California",188,27,12,19,29,5,12,28,8,27,21,613400,081
1400000US06081613501,"Census Tract 6135.01, San Mateo County, California",360,46,45,51,26,52,29,22,30,59,0,613501,081
1400000US06081613502,"Census Tract 6135.02, San Mateo County, California",403,41,39,24,63,96,24,12,33,59,12,613502,081
1400000US06081613600,"Census Tract 6136, San Mateo County, California",328,26,56,41,19,51,35,10,35,30,25,613600,081
1400000US06081613700,"Census Tract 6137, San Mateo County, California",732,26,116,137,92,79,93,16,43,73,57,613700,081
1400000US06081613800,"Census Tract 6138, San Mateo County, California",378,13,59,53,49,46,47,27,34,15,35,613800,081
1400000US06085500100,"Census Tract 5001, Santa Clara County, California",905,6,124,154,102,88,60,69,81,170,51,500100,085
1400000US06085500200,"Census Tract 5002, Santa Clara County, California","1,074",66,136,153,105,128,106,53,89,222,16,500200,085
1400000US06085500300,"Census Tract 5003, Santa Clara County, California",468,27,22,85,80,42,37,37,14,118,6,500300,085
1400000US06085500400,"Census Tract 5004, Santa Clara County, California",629,12,54,120,89,82,82,39,29,106,16,500400,085
1400000US06085500500,"Census Tract 5005, Santa Clara County, California",601,9,71,102,53,89,56,26,31,117,47,500500,085
1400000US06085500600,"Census Tract 5006, Santa Clara County, California","1,004",60,70,223,132,165,61,63,56,144,30,500600,085
1400000US06085500800,"Census Tract 5008, Santa Clara County, California",658,84,63,20,80,120,58,8,56,123,46,500800,085
1400000US06085500901,"Census Tract 5009.01, Santa Clara County, California","1,169",116,103,119,199,119,123,23,59,198,110,500901,085
1400000US06085500902,"Census Tract 5009.02, Santa Clara County, California",659,40,58,49,76,78,62,40,68,188,0,500902,085
1400000US06085501000,"Census Tract 5010, Santa Clara County, California","1,820",105,106,263,170,193,153,153,172,435,70,501000,085
1400000US06085501100,"Census Tract 5011, Santa Clara County, California","1,368",54,168,106,190,171,98,79,56,403,43,501100,085
1400000US06085501200,"Census Tract 5012, Santa Clara County, California",830,59,78,116,140,66,76,51,54,165,25,501200,085
1400000US06085501300,"Census Tract 5013, Santa Clara County, California",683,33,41,58,126,53,64,38,30,195,45,501300,085
1400000US06085501400,"Census Tract 5014, Santa Clara County, California","1,181",49,80,149,192,141,83,103,53,296,35,501400,085
1400000US06085501501,"Census Tract 5015.01, Santa Clara County, California",665,50,91,73,116,56,42,30,36,156,15,501501,085
1400000US06085501502,"Census Tract 5015.02, Santa Clara County, California",500,36,44,25,94,80,34,29,25,118,15,501502,085
1400000US06085501600,"Census Tract 5016, Santa Clara County, California","1,968",102,150,188,241,155,147,107,245,460,173,501600,085
1400000US06085501700,"Census Tract 5017, Santa Clara County, California",975,57,132,135,125,42,88,50,125,165,56,501700,085
1400000US06085501800,"Census Tract 5018, Santa Clara County, California",686,33,53,101,147,99,48,20,54,99,32,501800,085
1400000US06085501900,"Census Tract 5019, Santa Clara County, California","1,186",43,101,121,153,125,80,130,123,269,41,501900,085
1400000US06085502001,"Census Tract 5020.01, Santa Clara County, California","1,300",57,133,204,124,203,108,67,86,290,28,502001,085
1400000US06085502002,"Census Tract 5020.02, Santa Clara County, California","1,182",49,56,174,180,111,116,58,127,285,26,502002,085
1400000US06085502101,"Census Tract 5021.01, Santa Clara County, California",906,48,73,174,110,137,109,37,95,107,16,502101,085
1400000US06085502102,"Census Tract 5021.02, Santa Clara County, California","1,923",37,236,319,270,274,195,93,155,278,66,502102,085
1400000US06085502201,"Census Tract 5022.01, Santa Clara County, California","1,988",59,137,263,252,306,245,139,205,342,40,502201,085
1400000US06085502202,"Census Tract 5022.02, Santa Clara County, California",601,30,55,92,98,92,54,22,49,63,46,502202,085
1400000US06085502300,"Census Tract 5023, Santa Clara County, California","1,349",39,169,249,152,168,203,65,58,212,34,502300,085
1400000US06085502400,"Census Tract 5024, Santa Clara County, California",699,45,81,81,112,87,63,31,27,127,45,502400,085
1400000US06085502500,"Census Tract 5025, Santa Clara County, California",540,9,43,58,54,35,50,68,14,156,53,502500,085
1400000US06085502601,"Census Tract 5026.01, Santa Clara County, California",313,22,0,20,16,7,31,14,28,149,26,502601,085
1400000US06085502602,"Census Tract 5026.02, Santa Clara County, California","2,001",99,293,285,337,251,159,99,194,274,10,502602,085
1400000US06085502701,"Census Tract 5027.01, Santa Clara County, California",797,40,41,118,104,127,113,24,51,145,34,502701,085
1400000US06085502702,"Census Tract 5027.02, Santa Clara County, California",979,29,95,179,143,255,38,45,76,83,36,502702,085
1400000US06085502800,"Census Tract 5028, Santa Clara County, California",318,12,36,50,32,36,13,29,27,54,29,502800,085
1400000US06085502901,"Census Tract 5029.01, Santa Clara County, California",734,12,73,108,148,77,59,40,62,143,12,502901,085
1400000US06085502902,"Census Tract 5029.02, Santa Clara County, California",393,10,9,76,73,63,55,18,32,32,25,502902,085
1400000US06085502903,"Census Tract 5029.03, Santa Clara County, California",229,0,0,41,31,24,11,13,47,56,6,502903,085
1400000US06085502906,"Census Tract 5029.06, Santa Clara County, California",664,10,70,117,123,83,64,37,63,85,12,502906,085
1400000US06085502907,"Census Tract 5029.07, Santa Clara County, California",173,12,34,15,35,21,0,8,7,41,0,502907,085
1400000US06085502908,"Census Tract 5029.08, Santa Clara County, California",663,28,95,71,117,68,115,43,26,65,35,502908,085
1400000US06085502909,"Census Tract 5029.09, Santa Clara County, California",944,43,117,198,95,99,76,29,100,187,0,502909,085
1400000US06085502910,"Census Tract 5029.10, Santa Clara County, California",640,13,82,113,104,85,62,58,36,66,21,502910,085
1400000US06085503001,"Census Tract 5030.01, Santa Clara County, California",235,5,28,28,32,29,20,19,19,41,14,503001,085
1400000US06085503002,"Census Tract 5030.02, Santa Clara County, California",366,17,25,3,54,35,38,10,70,96,18,503002,085
1400000US06085503003,"Census Tract 5030.03, Santa Clara County, California",243,0,43,30,36,29,19,0,23,43,20,503003,085
1400000US06085503103,"Census Tract 5031.03, Santa Clara County, California","1,646",41,178,243,137,182,120,90,133,412,110,503103,085
1400000US06085503105,"Census Tract 5031.05, Santa Clara County, California",370,13,5,26,10,59,32,55,35,126,9,503105,085
1400000US06085503106,"Census Tract 5031.06, Santa Clara County, California","1,574",73,127,172,293,230,77,95,99,402,6,503106,085
1400000US06085503108,"Census Tract 5031.08, Santa Clara County, California","1,240",19,34,185,213,156,95,119,100,302,17,503108,085
1400000US06085503110,"Census Tract 5031.10, Santa Clara County, California",662,27,8,20,112,76,97,77,75,170,0,503110,085
1400000US06085503111,"Census Tract 5031.11, Santa Clara County, California",282,16,34,34,33,31,29,43,6,56,0,503111,085
1400000US06085503112,"Census Tract 5031.12, Santa Clara County, California",524,8,105,61,63,17,37,45,57,131,0,503112,085
1400000US06085503113,"Census Tract 5031.13, Santa Clara County, California",754,16,57,109,99,110,42,48,45,209,19,503113,085
1400000US06085503115,"Census Tract 5031.15, Santa Clara County, California",59,8,11,7,7,0,0,0,0,8,18,503115,085
1400000US06085503116,"Census Tract 5031.16, Santa Clara County, California",490,50,70,38,113,83,16,8,32,66,14,503116,085
1400000US06085503204,"Census Tract 5032.04, Santa Clara County, California",666,18,37,85,62,71,68,11,70,223,21,503204,085
1400000US06085503207,"Census Tract 5032.07, Santa Clara County, California",202,6,34,6,14,40,26,0,14,50,12,503207,085
1400000US06085503208,"Census Tract 5032.08, Santa Clara County, California",166,20,6,5,29,7,14,15,20,43,7,503208,085
1400000US06085503210,"Census Tract 5032.10, Santa Clara County, California",283,13,13,37,27,17,34,22,21,95,4,503210,085
1400000US06085503211,"Census Tract 5032.11, Santa Clara County, California",205,22,25,16,20,33,21,0,0,58,10,503211,085
1400000US06085503212,"Census Tract 5032.12, Santa Clara County, California",177,0,7,34,33,14,0,17,47,14,11,503212,085
1400000US06085503213,"Census Tract 5032.13, Santa Clara County, California",396,42,24,26,16,38,49,35,13,120,33,503213,085
1400000US06085503214,"Census Tract 5032.14, Santa Clara County, California",424,39,69,33,9,11,60,58,50,73,22,503214,085
1400000US06085503217,"Census Tract 5032.17, Santa Clara County, California",302,26,3,34,60,42,18,5,26,70,18,503217,085
1400000US06085503218,"Census Tract 5032.18, Santa Clara County, California",679,38,49,120,67,142,23,38,85,97,20,503218,085
1400000US06085503304,"Census Tract 5033.04, Santa Clara County, California",761,25,32,105,71,126,71,41,63,210,17,503304,085
1400000US06085503305,"Census Tract 5033.05, Santa Clara County, California",514,38,49,112,69,68,26,7,48,83,14,503305,085
1400000US06085503306,"Census Tract 5033.06, Santa Clara County, California",181,14,23,27,25,0,20,7,0,48,17,503306,085
1400000US06085503312,"Census Tract 5033.12, Santa Clara County, California",116,10,11,19,23,8,8,0,7,26,4,503312,085
1400000US06085503313,"Census Tract 5033.13, Santa Clara County, California",104,0,16,32,16,0,0,7,0,25,8,503313,085
1400000US06085503315,"Census Tract 5033.15, Santa Clara County, California",643,15,42,85,101,58,75,23,75,151,18,503315,085
1400000US06085503317,"Census Tract 5033.17, Santa Clara County, California",372,5,16,56,59,55,43,19,31,75,13,503317,085
1400000US06085503319,"Census Tract 5033.19, Santa Clara County, California",92,0,8,11,18,8,8,7,0,25,7,503319,085
1400000US06085503320,"Census Tract 5033.20, Santa Clara County, California",291,0,19,28,34,35,21,34,15,94,11,503320,085
1400000US06085503321,"Census Tract 5033.21, Santa Clara County, California",47,0,0,7,0,0,8,8,0,24,0,503321,085
1400000US06085503322,"Census Tract 5033.22, Santa Clara County, California",128,0,18,11,6,20,5,32,6,13,17,503322,085
1400000US06085503323,"Census Tract 5033.23, Santa Clara County, California",140,16,7,16,21,20,10,27,0,23,0,503323,085
1400000US06085503324,"Census Tract 5033.24, Santa Clara County, California",125,0,26,9,0,0,30,19,0,19,22,503324,085
1400000US06085503325,"Census Tract 5033.25, Santa Clara County, California",189,21,27,9,19,35,28,8,8,20,14,503325,085
1400000US06085503326,"Census Tract 5033.26, Santa Clara County, California",79,14,0,5,15,0,6,5,0,18,16,503326,085
1400000US06085503327,"Census Tract 5033.27, Santa Clara County, California",197,9,18,53,0,34,0,14,8,61,0,503327,085
1400000US06085503328,"Census Tract 5033.28, Santa Clara County, California",205,24,0,25,27,28,0,10,41,41,9,503328,085
1400000US06085503401,"Census Tract 5034.01, Santa Clara County, California",288,24,44,20,41,25,44,0,25,56,9,503401,085
1400000US06085503402,"Census Tract 5034.02, Santa Clara County, California",603,8,77,135,105,8,43,19,77,131,0,503402,085
1400000US06085503504,"Census Tract 5035.04, Santa Clara County, California",245,0,35,56,20,23,16,15,19,61,0,503504,085
1400000US06085503506,"Census Tract 5035.06, Santa Clara County, California",474,11,48,56,59,67,37,48,21,127,0,503506,085
1400000US06085503507,"Census Tract 5035.07, Santa Clara County, California",66,21,0,15,6,12,0,1,0,11,0,503507,085
1400000US06085503508,"Census Tract 5035.08, Santa Clara County, California",281,36,32,38,15,61,28,32,18,21,0,503508,085
1400000US06085503509,"Census Tract 5035.09, Santa Clara County, California",135,10,11,10,7,25,0,0,0,63,9,503509,085
1400000US06085503510,"Census Tract 5035.10, Santa Clara County, California",432,53,21,82,33,24,22,36,58,87,16,503510,085
1400000US06085503511,"Census Tract 5035.11, Santa Clara County, California",155,28,12,33,25,6,7,0,26,18,0,503511,085
1400000US06085503601,"Census Tract 5036.01, Santa Clara County, California",603,32,34,88,71,99,29,35,52,126,37,503601,085
1400000US06085503602,"Census Tract 5036.02, Santa Clara County, California",548,27,38,59,97,27,58,12,40,136,54,503602,085
1400000US06085503702,"Census Tract 5037.02, Santa Clara County, California","1,027",54,166,151,120,80,115,54,125,123,39,503702,085
