GEOID,Median_Rent
1400000US06037191302,1379
1400000US06037191410,1122
1400000US06037191420,1524
1400000US06037191500,1268
1400000US06037191610,1390
1400000US06037191620,1215
1400000US06037191710,1065
1400000US06037191720,1097
1400000US06037191810,1490
1400000US06037191820,1628
1400000US06037191901,1741
1400000US06037191902,2052
1400000US06037192001,1796
1400000US06037192002,2226
1400000US06037192300,2010
1400000US06037192410,1757
1400000US06037192420,1591
1400000US06037192510,1515
1400000US06037192520,1310
1400000US06037192610,1418
1400000US06037192620,1281
1400000US06037192700,1431
1400000US06037194101,1975
1400000US06037194102,1640
1400000US06037194200,1928
1400000US06037194300,3500
1400000US06037194401,1931
1400000US06037194402,2441
1400000US06037194500,2085
1400000US06037195100,1851
1400000US06037195201,1699
1400000US06037195202,2387
1400000US06037195300,1571
1400000US06037195400,1530
1400000US06037195500,1622
1400000US06037195600,1204
1400000US06037195710,1493
1400000US06037195720,1338
1400000US06037195802,1564
1400000US06037195803,1681
1400000US06037195804,1402
1400000US06037195901,1524
1400000US06037195902,1497
1400000US06037195903,1442
1400000US06037197200,1668
1400000US06037197300,1630
1400000US06037197410,1717
1400000US06037197420,1480
1400000US06037197500,1455
1400000US06037197600,1777
1400000US06037197700,1621
1400000US06037199001,1188
1400000US06037199002,1310
1400000US06037199110,1430
1400000US06037199120,1069
1400000US06037199201,1246
1400000US06037199202,1491
1400000US06037199300,1306
1400000US06037199400,1294
1400000US06037199700,1260
1400000US06037199801,1206
1400000US06037199802,1129
1400000US06037199900,982
1400000US06037201110,1156
1400000US06037201120,1446
1400000US06037201200,1210
1400000US06037201301,1081
1400000US06037201302,2088
1400000US06037201401,1201
1400000US06037201402,1134
1400000US06037201501,1331
1400000US06037201503,1188
1400000US06037201504,1333
1400000US06037201601,1121
1400000US06037201602,1284
1400000US06037201700,1297
1400000US06037203100,1104
1400000US06037203200,1435
1400000US06037203300,1163
1400000US06037203500,1159
1400000US06037203601,1322
1400000US06037203602,1236
1400000US06037203710,1168
1400000US06037203720,1086
1400000US06037203800,1142
1400000US06037203900,1130
1400000US06037204110,1003
1400000US06037204120,1333
1400000US06037204200,1029
1400000US06037204300,1092
1400000US06037204410,1192
1400000US06037204420,1051
1400000US06037204600,1172
1400000US06037204700,1193
1400000US06037204810,1191
1400000US06037204820,1472
1400000US06037204910,1002
1400000US06037204920,1072
1400000US06037205110,1345
1400000US06037205120,1089
1400000US06037206010,1140
1400000US06037206020,2432
1400000US06037206050,994
1400000US06037206051,2195
1400000US06037206052,2695
1400000US06037206053,999
1400000US06037206054,1281
1400000US06037206201,2097
1400000US06037206202,-
1400000US06037206301,342
1400000US06037206302,272
1400000US06037206303,292
1400000US06037207101,1881
1400000US06037207102,1341
1400000US06037207103,1008
1400000US06037207303,1461
1400000US06037207304,-
1400000US06037207305,1991
1400000US06037207306,953
1400000US06037207307,459
1400000US06037207308,2308
1400000US06037207400,2459
1400000US06037207501,2156
1400000US06037207502,477
1400000US06037207711,2778
1400000US06037207712,2381
1400000US06037207901,2428
1400000US06037207902,2638
1400000US06037208001,2212
1400000US06037208002,1086
1400000US06037208301,1293
1400000US06037208302,971
1400000US06037208401,1161
1400000US06037208402,1264
1400000US06037208501,1535
1400000US06037208502,1076
1400000US06037208610,1372
1400000US06037208620,1398
1400000US06037208710,1515
1400000US06037208720,948
1400000US06037208801,1221
1400000US06037208802,1190
1400000US06037208902,1181
1400000US06037208903,1042
1400000US06037208904,833
1400000US06037209103,991
1400000US06037209104,918
1400000US06037209105,1031
1400000US06037209106,1066
1400000US06037209201,2333
1400000US06037209202,1098
1400000US06037209300,1051
1400000US06037209401,915
1400000US06037209402,957
1400000US06037209403,809
1400000US06037209510,1149
1400000US06037209520,1018
1400000US06037209810,900
1400000US06037209820,980
1400000US06037210010,906
1400000US06037211000,2402
1400000US06037211121,1488
1400000US06037211122,1587
1400000US06037211123,1629
1400000US06037211124,1552
1400000US06037211201,1472
1400000US06037211202,1118
1400000US06037211310,1257
1400000US06037211320,1212
1400000US06037211410,1343
1400000US06037211420,1332
1400000US06037211500,1256
1400000US06037211701,1621
1400000US06037211703,1332
1400000US06037211704,1435
1400000US06037211802,1280
1400000US06037211803,1545
1400000US06037211804,1448
1400000US06037211910,1356
1400000US06037211921,1306
1400000US06037211922,1320
1400000US06037212101,1659
1400000US06037212102,1236
1400000US06037212202,1433
1400000US06037212203,1001
1400000US06037212204,1091
1400000US06037212303,1437
1400000US06037212304,1083
1400000US06037212305,1208
1400000US06037212306,1470
1400000US06037212410,1480
1400000US06037212420,1352
1400000US06037212501,1362
1400000US06037212502,1564
1400000US06037212610,1375
1400000US06037212620,1358
1400000US06037212701,1481
1400000US06037212702,1991
1400000US06037212800,1235
1400000US06037212900,1212
1400000US06037213100,1203
1400000US06037213201,1254
1400000US06037213202,1218
1400000US06037213310,1254
1400000US06037213320,1034
1400000US06037213401,1227
1400000US06037213402,1289
1400000US06037214000,1807
1400000US06037214100,2467
1400000US06037214400,2257
1400000US06037214501,2779
1400000US06037214503,2496
1400000US06037214504,2410
1400000US06037214505,2771
1400000US06037214600,2200
1400000US06037214700,1771
1400000US06037214800,1939
1400000US06037214902,2251
1400000US06037214903,2012
1400000US06037214904,2222
1400000US06037215101,2061
1400000US06037215102,1899
1400000US06037216100,2167
1400000US06037216201,2234
1400000US06037216202,1879
1400000US06037216301,2723
1400000US06037216302,1843
1400000US06037216401,1832
1400000US06037216402,2144
1400000US06037216700,1896
1400000US06037216800,1950
1400000US06037216901,1771
1400000US06037216902,1828
1400000US06037217001,1945
1400000US06037217002,1951
1400000US06037217101,1401
1400000US06037217102,1894
1400000US06037217200,1518
1400000US06037218110,1233
1400000US06037218120,1030
1400000US06037218210,1337
1400000US06037218220,1728
1400000US06037218300,1558
1400000US06037218400,1613
1400000US06037218500,1330
1400000US06037218600,1266
1400000US06037218701,1469
1400000US06037218702,1335
1400000US06037218800,1385
1400000US06037218900,1359
1400000US06037219010,1232
1400000US06037219020,1322
1400000US06037219300,1202
1400000US06037219500,1410
1400000US06037219700,1335
1400000US06037219800,1294
1400000US06037219901,1194
1400000US06037219902,1406
1400000US06037220000,1376
1400000US06037220100,1022
1400000US06037221110,994
1400000US06037221120,1152
1400000US06037221210,1245
1400000US06037221220,1078
1400000US06037221302,1176
1400000US06037221303,1140
1400000US06037221304,1341
1400000US06037221401,1198
1400000US06037221402,1213
1400000US06037221500,973
1400000US06037221601,1134
1400000US06037221602,1132
1400000US06037221710,1180
1400000US06037221810,1272
1400000US06037221820,1595
1400000US06037221900,1066
1400000US06037222001,1371
1400000US06037222002,1404
1400000US06037222100,1430
1400000US06037222200,1269
1400000US06037222500,1375
1400000US06037222600,1193
1400000US06037222700,1549
1400000US06037224010,974
1400000US06037224020,960
1400000US06037224200,1105
1400000US06037224310,972
1400000US06037224320,868
1400000US06037224410,1138
1400000US06037224420,878
1400000US06037224600,1069
1400000US06037224701,2011
1400000US06037224702,1590
1400000US06037226001,1091
1400000US06037226002,1306
1400000US06037226410,1276
1400000US06037226420,1101
1400000US06037226701,1250
1400000US06037226702,1217
1400000US06037227010,1231
1400000US06037227020,1348
1400000US06037228100,1376
1400000US06037228210,1066
1400000US06037228220,1204
1400000US06037228310,1105
1400000US06037228320,1332
1400000US06037228410,1433
1400000US06037228420,1115
1400000US06037228500,1361
1400000US06037228600,1271
1400000US06037228710,1335
1400000US06037228720,1195
1400000US06037228800,1100
1400000US06037228900,824
1400000US06037229100,1428
1400000US06037229200,1180
1400000US06037229300,1152
1400000US06037229410,1337
1400000US06037229420,1280
1400000US06037231100,1076
1400000US06037231210,1117
1400000US06037231220,998
1400000US06037231301,1423
1400000US06037231302,1421
1400000US06037231400,1118
1400000US06037231500,1225
1400000US06037231601,1175
1400000US06037231602,1109
1400000US06037231603,1321
1400000US06037231710,1122
1400000US06037231720,1078
1400000US06037231800,1127
1400000US06037231901,1121
1400000US06037231902,1138
1400000US06037232110,1061
1400000US06037232120,1273
1400000US06037232200,1121
1400000US06037232300,1014
1400000US06037232401,1433
1400000US06037232402,1320
1400000US06037232500,1126
1400000US06037232601,1275
1400000US06037232602,1392
1400000US06037232701,1552
1400000US06037232702,1086
1400000US06037232800,1140
1400000US06037234001,1215
1400000US06037234002,1497
1400000US06037234200,2091
1400000US06037234301,1265
1400000US06037234302,1329
1400000US06037234501,1215
1400000US06037234502,1160
1400000US06037234600,1617
1400000US06037234700,1204
1400000US06037234800,1559
1400000US06037234901,962
1400000US06037234902,1035
1400000US06037235100,2446
1400000US06037235201,1447
1400000US06037235202,1053
1400000US06037236001,1963
1400000US06037236101,1233
1400000US06037236102,1112
1400000US06037236203,1288
1400000US06037236204,1218
1400000US06037236205,1261
1400000US06037236206,1342
1400000US06037236400,1334
1400000US06037237101,1133
1400000US06037237102,1188
1400000US06037237201,1283
1400000US06037237202,1464
1400000US06037237300,1122
1400000US06037237401,1234
1400000US06037237402,1187
1400000US06037237500,953
1400000US06037237600,1152
1400000US06037237710,1200
1400000US06037237720,1148
1400000US06037237800,1104
1400000US06037237900,1353
1400000US06037238000,1366
1400000US06037238100,1089
1400000US06037238200,1066
1400000US06037238310,1213
1400000US06037238320,987
1400000US06037238400,1230
1400000US06037239201,1131
1400000US06037239202,1315
1400000US06037239310,1219
1400000US06037239320,1303
1400000US06037239330,1350
1400000US06037239501,1329
1400000US06037239502,1303
1400000US06037239601,1183
1400000US06037239602,1157
1400000US06037239701,1171
1400000US06037239702,1299
1400000US06037239801,1255
1400000US06037239802,1305
1400000US06037240010,1202
1400000US06037240020,1523
1400000US06037240200,1242
1400000US06037240301,1228
1400000US06037240302,1071
1400000US06037240401,1196
1400000US06037240402,1147
1400000US06037240500,1298
1400000US06037240600,1564
1400000US06037240700,1510
1400000US06037240800,1135
1400000US06037240901,1559
1400000US06037240902,1350
1400000US06037241001,1148
1400000US06037241002,1411
1400000US06037241110,1401
1400000US06037241120,1112
1400000US06037241201,1334
1400000US06037241202,1208
1400000US06037241300,1186
1400000US06037241400,1181
1400000US06037242000,1199
1400000US06037242100,805
1400000US06037242201,1343
1400000US06037242202,869
1400000US06037242300,1119
1400000US06037242600,537
1400000US06037242700,1057
1400000US06037243001,1780
1400000US06037243002,1717
1400000US06037243100,881
1400000US06037261102,2908
1400000US06037261103,-
1400000US06037261104,1862
1400000US06037261200,1935
1400000US06037262100,3029
1400000US06037262200,2399
1400000US06037262301,2679
1400000US06037262302,2512
1400000US06037262303,-
1400000US06037262400,3500
1400000US06037262501,1856
1400000US06037262601,3500
1400000US06037262604,3490
1400000US06037262704,2225
1400000US06037262706,1909
1400000US06037262802,1931
1400000US06037264000,2365
1400000US06037264102,2383
1400000US06037264103,2332
1400000US06037264303,2734
1400000US06037264304,2195
1400000US06037264305,2628
1400000US06037264306,2195
1400000US06037265100,3028
1400000US06037265201,1935
1400000US06037265203,2381
1400000US06037265204,3067
1400000US06037265301,-
1400000US06037265303,2297
1400000US06037265304,2016
1400000US06037265306,1968
1400000US06037265307,1873
1400000US06037265410,1929
1400000US06037265420,2516
1400000US06037265521,2179
1400000US06037265522,2308
1400000US06037265523,2473
1400000US06037265524,2467
1400000US06037265601,2408
1400000US06037265602,2972
1400000US06037265701,1909
1400000US06037265702,2668
1400000US06037267101,2141
1400000US06037267102,2266
1400000US06037267201,2361
1400000US06037267202,2495
1400000US06037267300,1637
1400000US06037267403,2150
1400000US06037267404,2315
1400000US06037267405,2466
1400000US06037267406,2102
1400000US06037267502,1848
1400000US06037267503,2183
1400000US06037267504,2143
1400000US06037267600,2252
1400000US06037267700,2109
1400000US06037267800,1970
1400000US06037267901,3245
1400000US06037267902,2673
1400000US06037269000,2136
1400000US06037269100,2295
1400000US06037269300,2793
1400000US06037269500,3500
1400000US06037269601,1444
1400000US06037269602,1709
1400000US06037269700,1730
1400000US06037269800,1916
1400000US06037269903,1823
1400000US06037269905,1824
1400000US06037269906,1990
1400000US06037269907,2055
1400000US06037269908,1738
1400000US06037269909,1735
1400000US06037270101,1886
1400000US06037270102,1749
1400000US06037270200,1556
1400000US06037270300,1658
1400000US06037271100,2106
1400000US06037271200,1858
1400000US06037271300,2016
1400000US06037271400,3500
1400000US06037271500,2183
1400000US06037271600,1878
1400000US06037271702,1852
1400000US06037271703,2008
1400000US06037271704,2265
1400000US06037271801,1670
1400000US06037271803,1752
1400000US06037271804,2031
1400000US06037271901,1959
1400000US06037271902,1502
1400000US06037272100,1906
1400000US06037272201,1747
1400000US06037272202,1786
1400000US06037272301,2054
1400000US06037272302,1513
1400000US06037273100,3265
1400000US06037273200,2415
1400000US06037273300,2053
1400000US06037273403,1385
1400000US06037273404,1843
1400000US06037273502,2078
1400000US06037273600,2700
1400000US06037273700,1949
1400000US06037273800,2031
1400000US06037273902,2220
1400000US06037274100,2839
1400000US06037274202,2325
1400000US06037275101,1947
1400000US06037275102,1627
1400000US06037275200,1466
1400000US06037275311,1883
1400000US06037275312,3115
1400000US06037275313,2925
1400000US06037275400,2972
1400000US06037275500,1087
1400000US06037275603,1915
1400000US06037275604,3443
1400000US06037275605,2587
1400000US06037276000,2825
1400000US06037276101,2382
1400000US06037276102,1843
1400000US06037276400,2359
1400000US06037276500,2134
1400000US06037276601,2226
1400000US06037276605,2522
1400000US06037276606,2341
1400000US06037276607,2575
1400000US06037276608,2058
1400000US06037277000,2440
1400000US06037277100,3125
1400000US06037277200,1674
1400000US06037277400,1581
1400000US06037278001,1910
1400000US06037278102,2357
1400000US06037291110,1175
1400000US06037291120,1223
1400000US06037291130,983
1400000US06037291210,1344
1400000US06037291220,1273
1400000US06037291300,1226
1400000US06037292001,1412
1400000US06037292002,2412
1400000US06037293203,1287
1400000US06037293204,1561
1400000US06037293205,1374
1400000US06037293206,1544
1400000US06037293301,1730
1400000US06037293302,1657
1400000US06037293304,1193
1400000US06037293306,1497
1400000US06037293307,1193
1400000US06037294110,1265
1400000US06037294120,1420
1400000US06037294200,1099
1400000US06037294301,1170
1400000US06037294302,1136
1400000US06037294410,1108
1400000US06037294421,1339
1400000US06037294510,1192
1400000US06037294520,1288
1400000US06037294610,1169
1400000US06037294620,1207
1400000US06037294701,1006
1400000US06037294810,1178
1400000US06037294820,1107
1400000US06037294830,1125
1400000US06037294900,1063
1400000US06037295103,2611
1400000US06037296210,988
1400000US06037296220,911
1400000US06037296300,2166
1400000US06037296401,1456
1400000US06037296402,1639
1400000US06037296500,1231
1400000US06037296600,1450
1400000US06037296901,1278
1400000US06037296902,1265
1400000US06037297001,1735
1400000US06037297002,1776
1400000US06037297110,1149
1400000US06037297120,1287
1400000US06037297201,1522
1400000US06037297202,1590
1400000US06037297300,2219
1400000US06037297400,1735
1400000US06037297501,2359
1400000US06037297502,1679
1400000US06037297601,1780
1400000US06037297602,1484
1400000US06037300100,2255
1400000US06037300200,2112
1400000US06037300301,2622
1400000US06037300400,2066
1400000US06037300501,1991
1400000US06037300503,1716
1400000US06037300601,1836
1400000US06037300602,1646
1400000US06037300701,2706
1400000US06037300702,3182
1400000US06037300800,1864
1400000US06037300901,1907
1400000US06037300902,3102
1400000US06037301000,1850
1400000US06037301100,1807
1400000US06037301203,1866
1400000US06037301204,1917
1400000US06037301205,2366
1400000US06037301206,1788
1400000US06037301300,1890
1400000US06037301400,2430
1400000US06037301501,3097
1400000US06037301502,1717
1400000US06037301601,1651
1400000US06037301602,1654
1400000US06037301701,1663
1400000US06037301702,1526
1400000US06037301801,1742
1400000US06037301802,2122
1400000US06037301901,1853
1400000US06037301902,1833
1400000US06037302002,1574
1400000US06037302003,1714
1400000US06037302004,1652
1400000US06037302102,1595
1400000US06037302103,1566
1400000US06037302104,1743
1400000US06037302201,1496
1400000US06037302202,1590
1400000US06037302301,1822
1400000US06037302302,1571
1400000US06037302401,1616
1400000US06037302503,1579
1400000US06037302504,1519
1400000US06037302505,1404
1400000US06037302506,1658
1400000US06037310100,2320
1400000US06037310201,1933
1400000US06037310202,1900
1400000US06037310300,3500
1400000US06037310400,1893
1400000US06037310501,1474
1400000US06037310601,1787
1400000US06037310602,1841
1400000US06037310701,1211
1400000US06037310703,1623
1400000US06037310704,1610
1400000US06037310705,1843
1400000US06037310800,1259
1400000US06037310900,1717
1400000US06037311000,1900
1400000US06037311100,1556
1400000US06037311200,1765
1400000US06037311300,1877
1400000US06037311400,1908
1400000US06037311500,1911
1400000US06037311601,2108
1400000US06037311602,2121
1400000US06037311700,1739
1400000US06037311801,1631
1400000US06037311802,1763
1400000US06037320101,2172
1400000US06037320102,1662
1400000US06037320201,1215
1400000US06037320202,1412
1400000US06037320300,1462
1400000US06037400205,-
1400000US06037400206,3189
1400000US06037400207,2239
1400000US06037400208,2210
1400000US06037400209,-
1400000US06037400304,1785
1400000US06037400402,1705
1400000US06037400403,2015
1400000US06037400404,-
1400000US06037400501,3500
1400000US06037400602,1490
1400000US06037400603,1642
1400000US06037400605,1642
1400000US06037400801,1893
1400000US06037401001,2712
1400000US06037401002,1680
1400000US06037401101,1641
1400000US06037401102,1936
1400000US06037401201,2528
1400000US06037401202,1755
1400000US06037401203,1832
1400000US06037401303,3500
1400000US06037401304,-
1400000US06037401311,1835
1400000US06037401312,1513
1400000US06037401500,1315
1400000US06037401601,1921
1400000US06037401602,1664
1400000US06037401705,2618
1400000US06037401706,1601
1400000US06037401707,1417
1400000US06037401801,1798
1400000US06037401802,1828
1400000US06037401901,1600
1400000US06037401902,1454
1400000US06037402001,1753
1400000US06037402002,1486
1400000US06037402101,1804
1400000US06037402102,1407
1400000US06037402200,1386
1400000US06037402301,1520
1400000US06037402303,1189
1400000US06037402304,1163
1400000US06037402403,1330
1400000US06037402404,-
1400000US06037402405,1700
1400000US06037402406,1335
1400000US06037402501,1121
1400000US06037402503,1429
1400000US06037402504,1122
1400000US06037402601,1315
1400000US06037402602,1067
1400000US06037402702,1135
1400000US06037402703,1715
1400000US06037402705,1663
1400000US06037402706,1753
1400000US06037402801,1171
1400000US06037402803,1516
1400000US06037402804,1340
1400000US06037402902,1197
1400000US06037402903,1286
1400000US06037402904,1853
1400000US06037403000,1859
1400000US06037403305,2493
1400000US06037403316,1764
1400000US06037403317,2418
1400000US06037403318,1813
1400000US06037403319,1937
1400000US06037403320,2362
1400000US06037403321,1956
1400000US06037403323,2579
1400000US06037403324,1920
1400000US06037403325,2405
1400000US06037403326,2228
1400000US06037403327,2492
1400000US06037403328,2076
1400000US06037403401,2756
1400000US06037403402,2574
1400000US06037403403,2287
1400000US06037403404,3120
1400000US06037403407,-
1400000US06037403408,2431
1400000US06037403409,2181
1400000US06037403500,1948
1400000US06037403601,1852
1400000US06037403702,2125
1400000US06037403703,2130
1400000US06037403721,1350
1400000US06037403722,1468
1400000US06037403801,1679
1400000US06037403802,1833
1400000US06037403901,2162
1400000US06037403902,1763
1400000US06037404000,1718
1400000US06037404100,1695
1400000US06037404201,1435
1400000US06037404203,1482
1400000US06037404301,1440
1400000US06037404302,1795
1400000US06037404401,1491
1400000US06037404402,2238
1400000US06037404501,1634
1400000US06037404503,1805
1400000US06037404504,1467
1400000US06037404600,1307
1400000US06037404701,1748
1400000US06037404702,1714
1400000US06037404703,1400
1400000US06037404804,1501
1400000US06037404805,1509
1400000US06037404806,1603
1400000US06037404901,1385
1400000US06037404902,1866
1400000US06037404903,1488
1400000US06037405001,1263
1400000US06037405002,1370
1400000US06037405101,1409
1400000US06037405102,1589
1400000US06037405201,1560
1400000US06037405202,1387
1400000US06037405203,1979
1400000US06037405301,1544
1400000US06037405302,1633
1400000US06037405400,1469
1400000US06037405500,1509
1400000US06037405600,762
1400000US06037405701,1536
1400000US06037405702,1490
1400000US06037405800,1815
1400000US06037405900,1424
1400000US06037406000,1797
1400000US06037406101,1545
1400000US06037406103,1506
1400000US06037406201,1231
1400000US06037406300,1805
1400000US06037406413,1479
1400000US06037406500,1651
1400000US06037406601,2035
1400000US06037406602,1728
1400000US06037406701,1958
1400000US06037406702,2017
1400000US06037406801,1745
1400000US06037406903,1327
1400000US06037407001,1793
1400000US06037407002,1907
1400000US06037407101,1431
1400000US06037407102,1600
1400000US06037407201,1509
1400000US06037407202,1833
1400000US06037407301,1941
1400000US06037407302,2103
1400000US06037407400,2550
1400000US06037407501,1596
1400000US06037407502,1672
1400000US06037407601,1200
1400000US06037407602,1436
1400000US06037407701,1260
1400000US06037407702,1757
1400000US06037407801,1420
1400000US06037407802,2056
1400000US06037407901,1880
1400000US06037407902,1889
1400000US06037408003,1701
1400000US06037408004,1758
1400000US06037408005,1803
1400000US06037408006,1743
1400000US06037408133,1718
1400000US06037408134,1913
1400000US06037408135,1868
1400000US06037408136,2125
1400000US06037408137,1812
1400000US06037408138,1391
1400000US06037408139,2015
1400000US06037408140,1229
1400000US06037408141,1564
1400000US06037408212,1684
1400000US06037408213,1571
1400000US06037408301,1403
1400000US06037408302,1924
1400000US06037408303,1994
1400000US06037408401,1710
1400000US06037408402,2522
1400000US06037408503,2542
1400000US06037408504,1914
1400000US06037408505,2094
1400000US06037408623,1893
1400000US06037408624,2308
1400000US06037408625,2137
1400000US06037408626,1837
1400000US06037408627,2524
1400000US06037408628,1564
1400000US06037408629,2369
1400000US06037408631,1924
1400000US06037408703,3207
1400000US06037408705,1799
1400000US06037408707,2161
1400000US06037408722,1952
1400000US06037408724,1409
1400000US06037408725,1596
1400000US06037408800,1602
1400000US06037408900,1537
1400000US06037409000,1868
1400000US06037409100,1692
1400000US06037430003,1952
1400000US06037430004,2045
1400000US06037430005,2279
1400000US06037430101,1340
1400000US06037430102,1606
1400000US06037430200,3500
1400000US06037430301,2577
1400000US06037430302,1635
1400000US06037430400,1896
1400000US06037430501,1862
1400000US06037430502,1661
1400000US06037430600,3500
1400000US06037430701,1801
1400000US06037430721,1515
1400000US06037430723,1718
1400000US06037430724,1773
1400000US06037430801,1570
1400000US06037430802,1821
1400000US06037430803,1632
1400000US06037430901,1640
1400000US06037430902,1910
1400000US06037431002,1111
1400000US06037431003,1685
1400000US06037431004,1545
1400000US06037431100,1700
1400000US06037431200,1390
1400000US06037431300,1693
1400000US06037431400,1233
1400000US06037431501,1451
1400000US06037431502,1923
1400000US06037431600,1672
1400000US06037431701,1815
1400000US06037431800,1908
1400000US06037431900,1455
1400000US06037432001,1969
1400000US06037432002,1493
1400000US06037432101,2051
1400000US06037432102,1945
1400000US06037432201,1544
1400000US06037432202,1296
1400000US06037432300,1787
1400000US06037432401,1459
1400000US06037432402,1322
1400000US06037432501,1588
1400000US06037432502,1290
1400000US06037432601,1568
1400000US06037432602,1587
1400000US06037432700,1426
1400000US06037432801,803
1400000US06037432802,1345
1400000US06037432901,1288
1400000US06037432902,1379
1400000US06037433103,1392
1400000US06037433200,1086
1400000US06037433302,1236
1400000US06037433304,1327
1400000US06037433305,1442
1400000US06037433306,1407
1400000US06037433307,1444
1400000US06037433402,1357
1400000US06037433403,1190
1400000US06037433505,1436
1400000US06037433506,1225
1400000US06037433601,1420
1400000US06037433602,1606
1400000US06037433803,1475
1400000US06037433804,1473
1400000US06037433901,1342
1400000US06037433903,1246
1400000US06037434001,1452
1400000US06037434003,1384
1400000US06037434004,1429
1400000US06037434100,1406
1400000US06037460001,1625
1400000US06037460002,-
1400000US06037460101,1832
1400000US06037460200,1858
1400000US06037460301,2155
1400000US06037460302,1843
1400000US06037460401,1796
1400000US06037460501,3500
1400000US06037460502,3500
1400000US06037460601,2426
1400000US06037460700,2633
1400000US06037460800,-
1400000US06037460900,1865
1400000US06037461000,1475
1400000US06037461100,1730
1400000US06037461200,1816
1400000US06037461300,1904
1400000US06037461400,1818
1400000US06037461501,1740
1400000US06037461502,1571
1400000US06037461600,1628
1400000US06037461700,2354
1400000US06037461901,1343
1400000US06037461902,1554
1400000US06037462001,1487
1400000US06037462002,1255
1400000US06037462100,1461
1400000US06037462201,1435
1400000US06037462202,2319
1400000US06037462301,1691
1400000US06037462302,1851
1400000US06037462400,1764
1400000US06037462500,1866
1400000US06037462600,1230
1400000US06037462700,1682
1400000US06037462800,1966
1400000US06037462900,1959
1400000US06037463000,2307
1400000US06037463103,1894
1400000US06037463200,1717
1400000US06037463300,1612
1400000US06037463400,1724
1400000US06037463500,1854
1400000US06037463601,1922
1400000US06037463602,2366
1400000US06037463700,2636
1400000US06037463800,2778
1400000US06037463900,2089
1400000US06037464000,1759
1400000US06037464101,-
1400000US06037464102,2463
1400000US06037464200,3500
1400000US06037480002,2447
1400000US06037480011,1615
1400000US06037480012,1545
1400000US06037480101,1918
1400000US06037480102,1667
1400000US06037480201,2309
1400000US06037480202,1863
1400000US06037480302,1420
1400000US06037480303,1605
1400000US06037480304,1409
1400000US06037480400,1673
1400000US06037480500,1543
1400000US06037480601,1920
1400000US06037480602,1839
1400000US06037480702,2175
1400000US06037480703,1765
1400000US06037480704,1754
1400000US06037480802,1200
1400000US06037480803,1589
1400000US06037480804,1510
1400000US06037480901,1457
1400000US06037480902,1392
1400000US06037480903,1398
1400000US06037481001,1579
1400000US06037481002,1597
1400000US06037481101,1503
1400000US06037481102,1674
1400000US06037481103,1433
1400000US06037481201,1662
1400000US06037481203,1472
1400000US06037481300,1219
1400000US06037481401,1476
1400000US06037481403,1382
1400000US06037481404,1460
1400000US06037481500,1719
1400000US06037481603,1440
1400000US06037481604,1454
1400000US06037481605,1289
1400000US06037481606,1462
1400000US06037481711,1510
1400000US06037481712,1509
1400000US06037481713,1683
1400000US06037481714,1200
1400000US06037481800,1682
1400000US06037481901,1841
1400000US06037481902,1527
1400000US06037482001,1721
1400000US06037482002,1244
1400000US06037482101,1496
1400000US06037482102,2163
1400000US06037482201,1388
1400000US06037482202,1634
1400000US06037482301,1455
1400000US06037482303,1449
1400000US06037482304,1292
1400000US06037482401,1441
1400000US06037482403,1334
1400000US06037482404,2181
1400000US06037482502,1225
1400000US06037482503,1536
1400000US06037482521,1794
1400000US06037482522,1564
1400000US06037482600,1868
1400000US06037482701,1570
1400000US06037482702,1781
1400000US06037482801,1506
1400000US06037500100,-
1400000US06037500202,1421
1400000US06037500203,2600
1400000US06037500204,3250
1400000US06037500300,2053
1400000US06037500402,1264
1400000US06037500403,2181
1400000US06037500404,1773
1400000US06037500500,1319
1400000US06037500600,1265
1400000US06037500700,1756
1400000US06037500800,1905
1400000US06037500900,1197
1400000US06037501001,1578
1400000US06037501002,1762
1400000US06037501200,1425
1400000US06037501301,1458
1400000US06037501302,1356
1400000US06037501400,1314
1400000US06037501501,1811
1400000US06037501503,1461
1400000US06037501504,1109
1400000US06037501600,1456
1400000US06037501700,1486
1400000US06037501802,1609
1400000US06037501803,1208
1400000US06037501804,1282
1400000US06037501900,-
1400000US06037502003,1380
1400000US06037502004,1597
1400000US06037502005,1629
1400000US06037502100,1354
1400000US06037502200,1650
1400000US06037502303,1409
1400000US06037502401,1102
1400000US06037502402,1763
1400000US06037502500,1360
1400000US06037502602,1305
1400000US06037502603,1788
1400000US06037502604,1161
1400000US06037502700,1452
1400000US06037502801,2008
1400000US06037502901,2224
1400000US06037503000,1309
1400000US06037503103,2186
1400000US06037503104,1639
1400000US06037503105,1496
1400000US06037503106,1757
1400000US06037503201,-
1400000US06037503202,1181
1400000US06037503301,2192
1400000US06037503302,1464
1400000US06037503401,1813
1400000US06037503402,2032
1400000US06037503501,1504
1400000US06037503502,1835
1400000US06037503601,1530
1400000US06037503602,1963
1400000US06037503701,1379
1400000US06037503702,1681
1400000US06037503704,1193
1400000US06037503705,1947
1400000US06037503801,2274
1400000US06037503802,2152
1400000US06037503901,2532
1400000US06037503902,2511
1400000US06037504001,1088
1400000US06037504002,1250
1400000US06037504101,1259
1400000US06037504200,1391
1400000US06037530005,1375
1400000US06037530006,1659
1400000US06037530007,1749
1400000US06037530101,1347
1400000US06037530102,1260
1400000US06037530202,1418
1400000US06037530203,1300
1400000US06037530204,1587
