GEOID,Median_Rent
1400000US06073019809,2675
1400000US06073019810,2209
1400000US06073019811,1425
1400000US06073019902,1627
1400000US06073019903,1582
1400000US06073019904,1905
1400000US06073019905,1879
1400000US06073020015,2725
1400000US06073020017,1733
1400000US06073020019,1580
1400000US06073020021,1388
1400000US06073020023,2197
1400000US06073020024,2075
1400000US06073020025,1866
1400000US06073020026,2579
1400000US06073020028,1293
1400000US06073020029,1708
1400000US06073020030,1759
1400000US06073020031,2001
1400000US06073020032,2264
1400000US06073020033,2383
1400000US06073020034,3500
1400000US06073020035,3120
1400000US06073020036,1665
1400000US06073020037,1759
1400000US06073020038,2667
1400000US06073020039,-
1400000US06073020040,2183
1400000US06073020041,1833
1400000US06073020042,2680
1400000US06073020043,2659
1400000US06073020044,2708
1400000US06073020105,1660
1400000US06073020106,1645
1400000US06073020107,1832
1400000US06073020108,1674
1400000US06073020109,2086
1400000US06073020110,2523
1400000US06073020111,1932
1400000US06073020202,1550
1400000US06073020206,1198
1400000US06073020207,1398
1400000US06073020208,2150
1400000US06073020209,1354
1400000US06073020210,1407
1400000US06073020211,1517
1400000US06073020213,1586
1400000US06073020214,1244
1400000US06073020304,2266
1400000US06073020305,1740
1400000US06073020308,1435
1400000US06073020309,1724
1400000US06073020310,2193
1400000US06073020311,3500
1400000US06073020312,-
1400000US06073020313,1098
1400000US06073020401,2313
1400000US06073020403,2139
1400000US06073020404,2035
1400000US06073020405,1658
1400000US06073020500,1597
1400000US06073020601,1373
1400000US06073020602,1398
1400000US06073020705,2277
1400000US06073020706,2808
1400000US06073020707,1742
1400000US06073020708,1670
1400000US06073020710,1929
1400000US06073020711,-
1400000US06073020712,2219
1400000US06073020801,1289
1400000US06073020805,1443
1400000US06073020806,1466
1400000US06073020807,1903
1400000US06073020810,2373
1400000US06073020811,2321
1400000US06073020812,1250
1400000US06073020813,2251
1400000US06073020902,1750
1400000US06073020903,525
1400000US06073020904,1204
1400000US06073021001,-
1400000US06073021002,-
1400000US06073021101,1148
1400000US06073021102,705
1400000US06073021202,1663
1400000US06073021204,2815
1400000US06073021205,1598
1400000US06073021206,2512
1400000US06073021302,1375
1400000US06073021304,2338
1400000US06073021305,2090
1400000US06073021306,1756
1400000US06073021401,2339
1400000US06073021402,1619
1400000US06073021501,1497
1400000US06073021502,2401
1400000US06073021600,2749
1400000US06073021800,3101
1400000US06073021900,1121
1400000US06073022000,1367
1400000US06073022101,2835
1400000US06073022102,1374
1400000US06073990100,-
1400000US06075010101,1905
1400000US06075010102,1704
1400000US06075010201,2855
1400000US06075010202,2822
1400000US06075010300,1966
1400000US06075010401,2266
1400000US06075010402,2312
1400000US06075010500,2526
1400000US06075010600,1274
1400000US06075010701,692
1400000US06075010702,1219
1400000US06075010800,1943
1400000US06075010901,3054
1400000US06075010902,2551
1400000US06075011001,1524
1400000US06075011002,2063
1400000US06075011101,2144
1400000US06075011102,1676
1400000US06075011200,2295
1400000US06075011300,947
1400000US06075011700,1453
1400000US06075011800,888
1400000US06075011901,2093
1400000US06075011902,1791
1400000US06075012001,1592
1400000US06075012002,1540
1400000US06075012100,1891
1400000US06075012202,1045
1400000US06075012203,1105
1400000US06075012204,1792
1400000US06075012301,942
1400000US06075012302,1609
1400000US06075012403,831
1400000US06075012404,855
1400000US06075012405,1880
1400000US06075012406,690
1400000US06075012502,509
1400000US06075012503,988
1400000US06075012504,285
1400000US06075012601,2839
1400000US06075012602,2845
1400000US06075012700,2721
1400000US06075012801,2422
1400000US06075012802,2576
1400000US06075012901,2615
1400000US06075012902,2461
1400000US06075013001,2545
1400000US06075013002,2886
1400000US06075013101,2786
1400000US06075013102,2733
1400000US06075013200,2966
1400000US06075013300,1878
1400000US06075013401,2628
1400000US06075013402,2342
1400000US06075013500,2365
1400000US06075015100,2427
1400000US06075015201,1807
1400000US06075015202,2032
1400000US06075015300,2726
1400000US06075015401,2376
1400000US06075015402,2597
1400000US06075015500,1570
1400000US06075015600,1688
1400000US06075015701,2673
1400000US06075015702,1972
1400000US06075015801,1816
1400000US06075015802,2054
1400000US06075015900,1834
1400000US06075016000,1968
1400000US06075016101,569
1400000US06075016102,684
1400000US06075016200,2397
1400000US06075016300,2204
1400000US06075016400,2676
1400000US06075016500,2219
1400000US06075016601,2435
1400000US06075016602,2700
1400000US06075016700,2570
1400000US06075016801,2305
1400000US06075016802,1766
1400000US06075016900,2128
1400000US06075017000,2451
1400000US06075017101,2468
1400000US06075017102,2315
1400000US06075017602,957
1400000US06075017603,1328
1400000US06075017604,2590
1400000US06075017700,2629
1400000US06075017801,461
1400000US06075017803,1445
1400000US06075017804,1723
1400000US06075017903,2159
1400000US06075018000,2548
1400000US06075020101,1619
1400000US06075020102,-
1400000US06075020201,1614
1400000US06075020202,1992
1400000US06075020300,2195
1400000US06075020401,2671
1400000US06075020402,2424
1400000US06075020500,2045
1400000US06075020601,1904
1400000US06075020602,2764
1400000US06075020701,2701
1400000US06075020702,1888
1400000US06075020801,1291
1400000US06075020802,2036
1400000US06075020900,2184
1400000US06075021000,1815
1400000US06075021100,2588
1400000US06075021200,2337
1400000US06075021300,2550
1400000US06075021400,2423
1400000US06075021500,2664
1400000US06075021600,2827
1400000US06075021700,1646
1400000US06075021800,2294
1400000US06075022600,3396
1400000US06075022702,3059
1400000US06075022704,2531
1400000US06075022801,2138
1400000US06075022802,2060
1400000US06075022803,2172
1400000US06075022901,2050
1400000US06075022902,1996
1400000US06075022903,2755
1400000US06075023001,1934
1400000US06075023003,1935
1400000US06075023102,812
1400000US06075023103,732
1400000US06075023200,1434
1400000US06075023300,713
1400000US06075023400,697
1400000US06075025100,1784
1400000US06075025200,2056
1400000US06075025300,1701
1400000US06075025401,2375
1400000US06075025402,1745
1400000US06075025403,2216
1400000US06075025501,1686
1400000US06075025502,2459
1400000US06075025600,1948
1400000US06075025701,1832
1400000US06075025702,1740
1400000US06075025800,1393
1400000US06075025900,2555
1400000US06075026001,1909
1400000US06075026002,2250
1400000US06075026003,1908
1400000US06075026004,1589
1400000US06075026100,1544
1400000US06075026201,1733
1400000US06075026202,1463
1400000US06075026301,1512
1400000US06075026302,1502
1400000US06075026303,1865
1400000US06075026401,1807
1400000US06075026402,2683
1400000US06075026403,1558
1400000US06075026404,1385
1400000US06075030101,2569
1400000US06075030102,2763
1400000US06075030201,2142
1400000US06075030202,2198
1400000US06075030301,2711
1400000US06075030302,2448
1400000US06075030400,2103
1400000US06075030500,292
1400000US06075030600,3425
1400000US06075030700,3500
1400000US06075030800,2808
1400000US06075030900,2699
1400000US06075031000,3367
1400000US06075031100,3128
1400000US06075031201,1788
1400000US06075031202,2012
1400000US06075031301,2468
1400000US06075031302,2841
1400000US06075031401,2725
1400000US06075031402,1451
1400000US06075032601,1972
1400000US06075032602,2109
1400000US06075032700,2056
1400000US06075032801,2250
1400000US06075032802,2558
1400000US06075032901,2248
1400000US06075032902,2784
1400000US06075033001,2374
1400000US06075033002,2849
1400000US06075033100,2452
1400000US06075033201,2100
1400000US06075033203,2276
1400000US06075033204,2035
1400000US06075035101,2513
1400000US06075035102,2962
1400000US06075035201,2029
1400000US06075035202,2014
1400000US06075035300,2799
1400000US06075035400,2063
1400000US06075040100,1977
1400000US06075040200,2353
1400000US06075042601,1821
1400000US06075042602,2225
1400000US06075042700,1860
1400000US06075042800,2274
1400000US06075045100,2383
1400000US06075045201,2016
1400000US06075045202,2242
1400000US06075047600,2578
1400000US06075047701,1676
1400000US06075047702,1805
1400000US06075047801,2117
1400000US06075047802,1826
1400000US06075047902,2020
1400000US06075047903,2278
1400000US06075047904,1816
1400000US06075060100,3499
1400000US06075060400,1828
1400000US06075060502,518
1400000US06075060701,2658
1400000US06075060702,2286
1400000US06075060703,3175
1400000US06075061000,3059
1400000US06075061101,619
1400000US06075061102,615
1400000US06075061200,1284
1400000US06075061401,1627
1400000US06075061402,3500
1400000US06075061501,2846
1400000US06075061502,3103
1400000US06075061503,3153
1400000US06075061504,3009
1400000US06075061505,-
1400000US06075061506,3500
1400000US06075061507,2575
1400000US06075061508,1986
1400000US06075980200,-
1400000US06075980300,-
1400000US06075980401,-
1400000US06075980501,277
1400000US06075980600,1197
1400000US06075980900,3055
1400000US06075990100,-
1400000US06075990200,-
1400000US06077000101,683
1400000US06077000102,578
1400000US06077000300,759
1400000US06077000401,993
1400000US06077000402,824
1400000US06077000500,929
1400000US06077000600,858
1400000US06077000700,1012
1400000US06077000802,881
1400000US06077000803,1495
1400000US06077000900,1090
1400000US06077001000,1107
1400000US06077001101,1204
1400000US06077001102,1039
1400000US06077001200,1146
1400000US06077001300,1073
1400000US06077001400,808
1400000US06077001501,1211
1400000US06077001502,913
1400000US06077001600,1045
1400000US06077001700,963
1400000US06077001800,1131
1400000US06077001900,1180
1400000US06077002000,1089
1400000US06077002100,948
1400000US06077002201,1008
1400000US06077002202,826
1400000US06077002300,1035
1400000US06077002401,1131
1400000US06077002402,1299
1400000US06077002503,611
1400000US06077002504,1470
1400000US06077002701,1036
1400000US06077002702,1106
1400000US06077002800,1510
1400000US06077003106,1154
1400000US06077003108,1259
1400000US06077003109,1302
1400000US06077003110,1110
1400000US06077003111,1187
1400000US06077003112,1379
1400000US06077003115,1525
1400000US06077003116,1033
1400000US06077003117,2087
1400000US06077003118,1767
1400000US06077003119,1892
1400000US06077003203,1168
1400000US06077003205,1440
1400000US06077003209,1849
1400000US06077003210,3123
1400000US06077003213,973
1400000US06077003214,1819
1400000US06077003215,1352
1400000US06077003216,1408
1400000US06077003217,1114
1400000US06077003218,1199
1400000US06077003219,2090
1400000US06077003305,1543
1400000US06077003306,1358
1400000US06077003307,1089
1400000US06077003308,1130
1400000US06077003310,1049
1400000US06077003311,1126
1400000US06077003312,901
1400000US06077003313,1180
1400000US06077003403,1434
1400000US06077003404,1288
1400000US06077003405,1348
1400000US06077003406,1004
1400000US06077003407,1032
1400000US06077003409,1215
1400000US06077003410,1370
1400000US06077003501,1339
1400000US06077003502,-
1400000US06077003503,1913
1400000US06077003504,1822
1400000US06077003601,902
1400000US06077003602,902
1400000US06077003700,971
1400000US06077003803,1207
1400000US06077003804,1835
1400000US06077003805,-
1400000US06077003806,1922
1400000US06077003807,1961
1400000US06077003808,1783
1400000US06077003900,803
1400000US06077004001,836
1400000US06077004003,2086
1400000US06077004004,1893
1400000US06077004104,1797
1400000US06077004105,1352
1400000US06077004106,1323
1400000US06077004107,1267
1400000US06077004108,1895
1400000US06077004202,2983
1400000US06077004203,1246
1400000US06077004204,947
1400000US06077004205,1274
1400000US06077004206,1364
1400000US06077004302,1320
1400000US06077004305,1798
1400000US06077004307,1495
1400000US06077004308,1300
1400000US06077004309,1474
1400000US06077004310,1572
1400000US06077004402,1520
1400000US06077004403,1049
1400000US06077004404,1029
1400000US06077004501,1219
1400000US06077004502,906
1400000US06077004600,1259
1400000US06077004701,1230
1400000US06077004703,1403
1400000US06077004704,1223
1400000US06077004800,1356
1400000US06077004903,1520
1400000US06077004904,1698
1400000US06077004905,1496
1400000US06077004906,1027
1400000US06077005001,1437
1400000US06077005003,1621
1400000US06077005004,1444
1400000US06077005106,1803
1400000US06077005108,1350
1400000US06077005109,1277
1400000US06077005119,1900
1400000US06077005122,1511
1400000US06077005123,1520
1400000US06077005124,1646
1400000US06077005125,1548
1400000US06077005126,1131
1400000US06077005127,1944
1400000US06077005129,1262
1400000US06077005130,1414
1400000US06077005131,1076
1400000US06077005132,1316
1400000US06077005133,1771
1400000US06077005134,2042
1400000US06077005135,1796
1400000US06077005136,-
1400000US06077005137,1710
1400000US06077005138,1788
1400000US06077005139,1889
1400000US06077005140,1450
1400000US06077005141,1146
1400000US06077005208,1819
1400000US06077005211,2567
1400000US06077005212,2619
1400000US06077005213,2234
1400000US06077005214,974
1400000US06077005215,2114
1400000US06077005216,2224
1400000US06077005217,2526
1400000US06077005218,2268
1400000US06077005219,2481
1400000US06077005220,1698
1400000US06077005221,2755
1400000US06077005222,2691
1400000US06077005223,2667
1400000US06077005224,2052
1400000US06077005225,2143
1400000US06077005303,1282
1400000US06077005307,1776
1400000US06077005308,1790
1400000US06077005309,1596
1400000US06077005310,1589
1400000US06077005311,1569
1400000US06077005312,2258
1400000US06077005403,1849
1400000US06077005405,1427
1400000US06077005406,1472
1400000US06077005502,1561
1400000US06077005503,1177
1400000US06077980000,-
1400000US06079010016,1700
1400000US06079010017,1769
1400000US06079010101,1633
1400000US06079010103,1304
1400000US06079010104,1100
1400000US06079010202,1455
1400000US06079010204,1556
1400000US06079010205,1689
1400000US06079010206,1801
1400000US06079010207,2430
1400000US06079010301,1534
1400000US06079010302,846
1400000US06079010303,2119
1400000US06079010403,1569
1400000US06079010404,1191
1400000US06079010504,1327
1400000US06079010505,1295
1400000US06079010506,1711
1400000US06079010602,1584
1400000US06079010603,1548
1400000US06079010701,1616
1400000US06079010703,1237
1400000US06079010707,2017
1400000US06079010902,1784
1400000US06079010903,1184
1400000US06079010904,-
1400000US06079011001,1531
1400000US06079011002,1469
1400000US06079011101,1268
1400000US06079011103,1430
1400000US06079011104,1552
1400000US06079011105,1634
1400000US06079011201,1850
1400000US06079011202,1666
1400000US06079011300,1918
1400000US06079011400,-
1400000US06079011501,1142
1400000US06079011505,2145
1400000US06079011600,-
1400000US06079011704,1773
1400000US06079011705,-
1400000US06079011706,2023
1400000US06079011800,1860
1400000US06079011901,1799
1400000US06079011903,1380
1400000US06079011904,1281
1400000US06079012001,1682
1400000US06079012002,1452
1400000US06079012102,1560
1400000US06079012201,961
1400000US06079012202,1314
1400000US06079012302,1397
1400000US06079012305,1865
1400000US06079012306,2163
1400000US06079012403,1859
1400000US06079012404,1580
1400000US06079012405,1796
1400000US06079012406,1455
1400000US06079012502,1421
1400000US06079012503,1515
1400000US06079012505,1292
1400000US06079012601,1306
1400000US06079012602,-
1400000US06079012705,941
1400000US06079012706,1851
1400000US06079012707,2184
1400000US06079012708,-
1400000US06079013000,1256
1400000US06079013100,1661
1400000US06079990000,-
1400000US06081600100,2219
1400000US06081600200,1819
1400000US06081600300,2886
1400000US06081600401,2293
1400000US06081600402,2219
1400000US06081600501,2318
1400000US06081600502,1474
1400000US06081600600,1950
1400000US06081600701,1869
1400000US06081600702,2083
1400000US06081600800,2359
1400000US06081600900,3177
1400000US06081601000,2678
1400000US06081601100,2991
1400000US06081601200,1888
1400000US06081601301,1751
1400000US06081601302,1524
1400000US06081601400,2625
1400000US06081601501,2455
1400000US06081601502,2230
1400000US06081601601,2050
1400000US06081601603,2836
1400000US06081601604,2143
1400000US06081601605,2331
1400000US06081601700,2945
1400000US06081601800,2817
1400000US06081601901,2198
1400000US06081601902,2428
1400000US06081602001,2623
1400000US06081602002,-
1400000US06081602100,2050
1400000US06081602201,1908
1400000US06081602202,1836
1400000US06081602300,1073
1400000US06081602400,2317
1400000US06081602500,3383
1400000US06081602601,2671
1400000US06081602602,3125
1400000US06081602700,3053
1400000US06081602800,2635
1400000US06081602900,3080
1400000US06081603000,2324
1400000US06081603100,2821
1400000US06081603200,2147
1400000US06081603300,1990
1400000US06081603400,1870
1400000US06081603700,3068
1400000US06081603801,2163
1400000US06081603802,2723
1400000US06081603900,2706
1400000US06081604000,3113
1400000US06081604102,2944
1400000US06081604103,2021
1400000US06081604104,2266
1400000US06081604200,2191
1400000US06081604400,2604
1400000US06081604500,2795
1400000US06081604600,3500
1400000US06081604700,3157
1400000US06081604800,2797
1400000US06081604900,3283
1400000US06081605000,2359
1400000US06081605100,1997
1400000US06081605200,2286
1400000US06081605300,2457
1400000US06081605400,2619
1400000US06081605501,2178
1400000US06081605502,2075
1400000US06081605600,3500
1400000US06081605700,2900
1400000US06081605800,2840
1400000US06081605901,2210
1400000US06081605902,1936
1400000US06081606000,2622
1400000US06081606100,2398
1400000US06081606201,1895
1400000US06081606202,1866
1400000US06081606300,2530
1400000US06081606400,2908
1400000US06081606500,3446
1400000US06081606600,2480
1400000US06081606700,2368
1400000US06081606800,3500
1400000US06081606900,2459
1400000US06081607000,2487
1400000US06081607100,3500
1400000US06081607200,2619
1400000US06081607300,3500
1400000US06081607400,1978
1400000US06081607500,3305
1400000US06081607600,2141
1400000US06081607701,2877
1400000US06081607702,3500
1400000US06081607800,3271
1400000US06081607900,3120
1400000US06081608001,3188
1400000US06081608002,3405
1400000US06081608013,3500
1400000US06081608023,3500
1400000US06081608024,3500
1400000US06081608025,3154
1400000US06081608100,2558
1400000US06081608200,3378
1400000US06081608300,2952
1400000US06081608400,3221
1400000US06081608501,2401
1400000US06081608502,2771
1400000US06081608600,2652
1400000US06081608700,2334
1400000US06081608800,3500
1400000US06081608900,2575
1400000US06081609000,1811
1400000US06081609100,2639
1400000US06081609201,2461
1400000US06081609202,2213
1400000US06081609300,3500
1400000US06081609400,3194
1400000US06081609500,2758
1400000US06081609601,2465
1400000US06081609602,2401
1400000US06081609603,3500
1400000US06081609700,3500
1400000US06081609800,2230
1400000US06081609900,3500
1400000US06081610000,2327
1400000US06081610100,1950
1400000US06081610201,2020
1400000US06081610202,3493
1400000US06081610203,2078
1400000US06081610302,3328
1400000US06081610303,3495
1400000US06081610304,3406
1400000US06081610400,2361
1400000US06081610500,1966
1400000US06081610601,1913
1400000US06081610602,2694
1400000US06081610700,2882
1400000US06081610800,2264
1400000US06081610901,2196
1400000US06081610902,2027
1400000US06081611000,2748
1400000US06081611100,2945
1400000US06081611200,3500
1400000US06081611300,2250
1400000US06081611400,3500
1400000US06081611500,3500
1400000US06081611600,2702
1400000US06081611700,1994
1400000US06081611800,2681
1400000US06081611901,1779
1400000US06081611902,1946
1400000US06081612001,2329
1400000US06081612002,1718
1400000US06081612101,1581
1400000US06081612102,1707
1400000US06081612500,2933
1400000US06081612600,2319
1400000US06081612700,3500
1400000US06081612800,2528
1400000US06081612900,3076
1400000US06081613000,2850
1400000US06081613200,3500
1400000US06081613300,2667
1400000US06081613400,2310
1400000US06081613501,2376
1400000US06081613502,2008
1400000US06081613600,1864
1400000US06081613701,2422
1400000US06081613702,1062
1400000US06081613800,1632
1400000US06081613900,2594
1400000US06081614000,2880
1400000US06081984300,-
1400000US06081990100,-
1400000US06083000101,1799
1400000US06083000102,1761
1400000US06083000103,2724
1400000US06083000201,1988
1400000US06083000202,1877
1400000US06083000301,1806
1400000US06083000302,1706
1400000US06083000400,2192
1400000US06083000501,3423
1400000US06083000502,2314
1400000US06083000600,2402
1400000US06083000700,2057
1400000US06083000801,1755
1400000US06083000805,2660
1400000US06083000806,1689
1400000US06083000900,1434
1400000US06083001001,1189
1400000US06083001002,1633
1400000US06083001101,1665
1400000US06083001102,1827
1400000US06083001203,1866
1400000US06083001206,1932
1400000US06083001208,2634
1400000US06083001306,2757
1400000US06083001307,2128
1400000US06083001308,2208
1400000US06083001403,3004
1400000US06083001404,2190
1400000US06083001500,2193
1400000US06083001601,2284
1400000US06083001604,1919
1400000US06083001704,2056
1400000US06083001706,1938
1400000US06083001800,932
1400000US06083001905,1845
1400000US06083001907,1903
1400000US06083001908,1795
1400000US06083001909,1241
1400000US06083001910,2236
1400000US06083001911,1225
1400000US06083001912,1792
1400000US06083002005,1814
1400000US06083002006,1482
1400000US06083002008,1695
1400000US06083002009,1679
1400000US06083002010,2279
1400000US06083002011,1836
1400000US06083002012,1519
1400000US06083002013,1644
1400000US06083002014,2185
1400000US06083002015,1548
1400000US06083002101,1482
1400000US06083002102,1525
1400000US06083002103,1289
1400000US06083002205,1217
1400000US06083002206,1224
1400000US06083002209,1630
1400000US06083002210,1905
1400000US06083002211,1783
1400000US06083002303,1616
1400000US06083002304,1314
1400000US06083002307,1876
1400000US06083002308,1621
1400000US06083002309,1890
1400000US06083002310,1613
1400000US06083002405,1194
1400000US06083002406,1425
1400000US06083002407,1338
1400000US06083002408,1172
1400000US06083002409,1623
1400000US06083002410,1381
1400000US06083002503,1184
1400000US06083002504,1223
1400000US06083002703,1131
1400000US06083002705,1123
1400000US06083002706,1133
1400000US06083002707,1328
1400000US06083002708,1019
1400000US06083002709,1223
1400000US06083002710,1013
1400000US06083002802,1715
1400000US06083002806,1685
1400000US06083002808,1668
1400000US06083002809,1598
1400000US06083002906,2582
1400000US06083002907,2969
1400000US06083002909,2975
1400000US06083002913,2962
1400000US06083002914,2171
1400000US06083002924,1809
1400000US06083002926,1578
1400000US06083002932,1583
1400000US06083002933,2208
1400000US06083002934,1692
1400000US06083002935,1911
1400000US06083002936,1672
1400000US06083002937,1660
1400000US06083003001,1640
1400000US06083003004,3064
1400000US06083003005,1965
1400000US06083003007,2912
1400000US06083003102,1752
1400000US06083980000,-
1400000US06083980100,-
1400000US06083980200,2069
1400000US06083980300,-
1400000US06083980400,1447
1400000US06083980500,-
1400000US06083990000,-
1400000US06085500100,2465
1400000US06085500200,2315
1400000US06085500300,2658
1400000US06085500400,1868
1400000US06085500500,1860
1400000US06085500600,2367
1400000US06085500800,2679
1400000US06085500901,1850
1400000US06085500902,1690
1400000US06085501000,1535
1400000US06085501101,2157
1400000US06085501102,1878
1400000US06085501200,1928
1400000US06085501300,1800
1400000US06085501401,1669
1400000US06085501402,2039
1400000US06085501501,1717
1400000US06085501502,1612
1400000US06085501601,2158
1400000US06085501602,1652
1400000US06085501700,1994
1400000US06085501800,1911
1400000US06085501901,1467
1400000US06085501902,2662
1400000US06085502001,1646
1400000US06085502002,2089
1400000US06085502101,2328
1400000US06085502103,1863
1400000US06085502104,1870
1400000US06085502202,2339
1400000US06085502203,2110
1400000US06085502204,2095
1400000US06085502301,2222
1400000US06085502302,1932
1400000US06085502400,2043
1400000US06085502500,1944
1400000US06085502601,3500
1400000US06085502603,2508
1400000US06085502604,2417
1400000US06085502701,2115
1400000US06085502703,2653
1400000US06085502704,2779
1400000US06085502800,2798
1400000US06085502901,2188
1400000US06085502902,3500
1400000US06085502903,2973
1400000US06085502906,2734
1400000US06085502907,3237
1400000US06085502908,2262
1400000US06085502909,1970
1400000US06085502910,1919
1400000US06085503001,2934
1400000US06085503002,1906
1400000US06085503003,3271
1400000US06085503105,750
1400000US06085503110,1641
1400000US06085503111,2592
1400000US06085503112,1454
1400000US06085503113,1874
1400000US06085503116,2688
1400000US06085503117,1781
1400000US06085503118,2205
1400000US06085503121,1522
1400000US06085503122,1020
1400000US06085503123,1618
1400000US06085503124,1435
1400000US06085503125,2832
1400000US06085503126,2333
1400000US06085503127,2255
1400000US06085503207,2665
1400000US06085503208,2381
1400000US06085503210,2317
1400000US06085503211,2496
1400000US06085503212,2727
1400000US06085503213,1767
1400000US06085503217,1451
1400000US06085503218,1483
1400000US06085503219,1743
1400000US06085503220,1854
1400000US06085503221,1074
1400000US06085503222,1215
1400000US06085503304,1895
1400000US06085503305,2125
1400000US06085503306,2000
1400000US06085503312,2750
1400000US06085503313,2675
1400000US06085503315,2759
1400000US06085503321,3483
1400000US06085503322,1913
1400000US06085503323,3342
1400000US06085503324,3159
1400000US06085503325,2863
1400000US06085503326,3500
1400000US06085503327,2296
1400000US06085503329,3443
1400000US06085503330,3205
1400000US06085503331,2105
1400000US06085503332,3217
1400000US06085503333,2805
1400000US06085503336,2333
1400000US06085503337,-
1400000US06085503338,-
1400000US06085503339,-
1400000US06085503401,1920
1400000US06085503402,1473
1400000US06085503504,2577
1400000US06085503506,2216
1400000US06085503507,2333
1400000US06085503508,2050
1400000US06085503509,3108
1400000US06085503510,1681
1400000US06085503511,2646
1400000US06085503601,1485
1400000US06085503602,1542
1400000US06085503703,1480
1400000US06085503707,2236
1400000US06085503708,1509
1400000US06085503709,822
1400000US06085503710,1118
1400000US06085503711,2213
1400000US06085503712,1586
1400000US06085503713,1710
1400000US06085503802,2635
1400000US06085503803,1940
1400000US06085503804,2560
1400000US06085503902,2007
1400000US06085503903,2038
1400000US06085504001,1826
1400000US06085504002,1893
1400000US06085504101,1754
1400000US06085504102,2149
1400000US06085504201,2709
1400000US06085504202,3250
1400000US06085504307,2345
1400000US06085504308,2223
1400000US06085504311,2701
1400000US06085504314,2824
1400000US06085504315,2662
1400000US06085504316,2459
1400000US06085504317,3088
1400000US06085504318,1379
1400000US06085504319,2705
1400000US06085504320,2995
1400000US06085504321,2652
1400000US06085504322,2585
1400000US06085504323,2615
1400000US06085504410,2268
1400000US06085504411,3320
1400000US06085504412,2281
1400000US06085504413,1172
1400000US06085504414,3500
1400000US06085504415,3350
1400000US06085504416,2789
1400000US06085504418,2247
1400000US06085504421,3500
1400000US06085504422,1063
1400000US06085504423,2214
1400000US06085504424,2600
1400000US06085504505,2837
1400000US06085504506,2570
1400000US06085504507,2174
1400000US06085504508,1882
1400000US06085504509,2857
1400000US06085504510,2231
1400000US06085504601,1375
1400000US06085504602,2215
1400000US06085504700,3500
1400000US06085504802,2681
1400000US06085504805,3205
1400000US06085504806,3500
1400000US06085504807,3190
1400000US06085504808,1664
1400000US06085504902,2866
1400000US06085504903,2805
1400000US06085505006,2947
1400000US06085505007,2860
1400000US06085505010,3500
1400000US06085505011,2760
1400000US06085505012,3114
1400000US06085505013,2935
1400000US06085505014,2621
1400000US06085505015,2944
1400000US06085505100,1840
1400000US06085505202,2219
1400000US06085505203,2576
1400000US06085505301,3123
1400000US06085505302,2436
1400000US06085505303,2078
1400000US06085505304,3335
1400000US06085505305,2434
1400000US06085505401,2617
1400000US06085505402,2523
1400000US06085505403,2853
1400000US06085505500,2159
1400000US06085505600,1893
1400000US06085505700,2080
1400000US06085505800,2575
1400000US06085505901,2337
1400000US06085505902,1858
1400000US06085506000,2718
1400000US06085506101,2514
1400000US06085506102,2924
1400000US06085506103,2574
1400000US06085506202,2482
1400000US06085506203,2320
1400000US06085506204,2635
1400000US06085506301,2214
1400000US06085506302,2473
1400000US06085506304,2183
1400000US06085506305,1833
1400000US06085506401,2399
1400000US06085506402,1937
1400000US06085506502,2336
1400000US06085506503,1870
1400000US06085506504,1706
1400000US06085506505,1917
1400000US06085506601,1882
1400000US06085506603,3153
1400000US06085506604,2129
1400000US06085506605,1943
1400000US06085506606,2327
1400000US06085506701,2789
1400000US06085506702,2287
1400000US06085506703,2352
1400000US06085506801,2486
1400000US06085506802,2594
1400000US06085506803,2736
1400000US06085506804,3298
1400000US06085506900,2503
1400000US06085507002,2454
1400000US06085507003,2703
1400000US06085507004,2290
1400000US06085507100,2141
1400000US06085507203,2806
1400000US06085507205,3500
1400000US06085507206,3464
1400000US06085507301,-
1400000US06085507302,3500
1400000US06085507401,3500
1400000US06085507402,3500
1400000US06085507500,3500
1400000US06085507600,2819
1400000US06085507701,2432
1400000US06085507702,3500
1400000US06085507704,2071
1400000US06085507705,3500
1400000US06085507805,3139
1400000US06085507806,3063
1400000US06085507807,3143
1400000US06085507808,3298
1400000US06085507903,3500
1400000US06085507904,3474
1400000US06085507905,2320
1400000US06085507906,3500
1400000US06085508003,3023
1400000US06085508004,2870
1400000US06085508005,3470
1400000US06085508006,3500
1400000US06085508101,3500
1400000US06085508102,2947
1400000US06085508203,2920
1400000US06085508204,3133
1400000US06085508205,2356
1400000US06085508206,2893
1400000US06085508301,2972
1400000US06085508303,3500
1400000US06085508305,2382
1400000US06085508306,2486
1400000US06085508401,3084
1400000US06085508403,3344
1400000US06085508404,2461
1400000US06085508503,2472
1400000US06085508505,2991
1400000US06085508507,2515
1400000US06085508508,2341
1400000US06085508509,2644
1400000US06085508510,2367
1400000US06085508601,2719
1400000US06085508602,2946
1400000US06085508705,2798
1400000US06085508706,2557
1400000US06085508707,2302
1400000US06085508708,3247
1400000US06085508800,2638
1400000US06085508900,2220
1400000US06085509001,1942
1400000US06085509002,2369
1400000US06085509102,2842
1400000US06085509106,2466
1400000US06085509107,2363
1400000US06085509108,2236
1400000US06085509109,3092
1400000US06085509110,3067
1400000US06085509111,2618
1400000US06085509201,2627
1400000US06085509202,2120
1400000US06085509302,2036
1400000US06085509303,2425
